TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
E630D8248BD6CABB,6E6A54364621BA97,complete,3549109371505643,3549109372930154,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
E630D8248BD6CABB,62BDC51F94DD68FE,RPC:complete,272725456997008,272725459587813,10.107.100.54,client005,RPC Client,Success: return(OW[class=boolean,value=true])
E630D8248BD6CABB,A9540C562499A107,fs -touchz,272725435727598,272725459665729,10.107.100.54,client005,User,A user task
5A8036A20FB94344,62FDA8E6237035E7,getFileInfo,3549109857288124,3549109857812151,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6e65603b])
5A8036A20FB94344,59F1BAEE1FEC4913,RPC:getFileInfo,1737059033044183,1737059035950988,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@1e74dde7])
5A8036A20FB94344,92777CB3B732A890,rename,3549109866971717,3549109868992766,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
5A8036A20FB94344,59F1BAEE1FEC4913,RPC:rename,1737059042874962,1737059045981103,10.107.100.112,client001,RPC Client,Success: return(OW[class=boolean,value=true])
5A8036A20FB94344,BFD43D1AE3FFC6B6,fs -mv,1737059028843037,1737059046034733,10.107.100.112,client001,User,A user task
6A22195B2BB596D4,57456819F3FA7244,getFileInfo,3549110066344687,3549110067337489,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@60b38296])
6A22195B2BB596D4,1CE7CD864977A7F2,RPC:getFileInfo,3543180413075732,3543180416312969,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@1e74dde7])
6A22195B2BB596D4,2AB80EBB2B5DF113,rename,3549110076574388,3549110078354359,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
6A22195B2BB596D4,1CE7CD864977A7F2,RPC:rename,3543180423118236,3543180425904186,10.107.100.114,client003,RPC Client,Success: return(OW[class=boolean,value=true])
6A22195B2BB596D4,10982BE07AB6E12A,fs -mv,3543180409015568,3543180426015658,10.107.100.114,client003,User,A user task
C97BC214D7F94D3E,F3D5C40F8A068398,getFileInfo,3549110098332837,3549110099716800,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3f5fff9c])
C97BC214D7F94D3E,7D97370AECEE690F,RPC:getFileInfo,1736864270268368,1736864274080406,10.107.100.115,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@1966d19d])
C97BC214D7F94D3E,0D0D3A3882635CD6,rename,3549110109085754,3549110110500509,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
C97BC214D7F94D3E,7D97370AECEE690F,RPC:rename,1736864280701164,1736864283470765,10.107.100.115,client004,RPC Client,Success: return(OW[class=boolean,value=true])
C97BC214D7F94D3E,4FBAC6636ED5CE3D,fs -mv,1736864266246250,1736864283528148,10.107.100.115,client004,User,A user task
B4C8E57CBD3DB441,77F537FA21E388F0,getFileInfo,3549110142041687,3549110142538422,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@4d17ee9e])
B4C8E57CBD3DB441,1A6BB9307CD50778,RPC:getFileInfo,1737026690820700,1737026693874880,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@1e74dde7])
B4C8E57CBD3DB441,389A0D365E31CBC5,rename,3549110151645834,3549110153083151,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
B4C8E57CBD3DB441,1A6BB9307CD50778,RPC:rename,1737026700598508,1737026703048676,10.107.100.113,client002,RPC Client,Success: return(OW[class=boolean,value=true])
B4C8E57CBD3DB441,D74235A419855DBE,fs -mv,1737026686798906,1737026703048676,10.107.100.113,client002,User,A user task
80F87FD11946B908,EB21A7E8716872EC,getFileInfo,3549110268855068,3549110269815680,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@c7a5487])
80F87FD11946B908,C15661D8F8637B70,RPC:getFileInfo,272726354412360,272726358179011,10.107.100.54,client005,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6769ba97])
80F87FD11946B908,F721F27F410230CC,rename,3549110280818492,3549110283116310,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
80F87FD11946B908,C15661D8F8637B70,RPC:rename,272726366188172,272726369993719,10.107.100.54,client005,RPC Client,Success: return(OW[class=boolean,value=true])
80F87FD11946B908,EAF2D386BF5D4C8D,fs -mv,272726350186767,272726370135175,10.107.100.54,client005,User,A user task
6FA7ACDEB4C4C728,F24F83DFC6F03240,getFileInfo,3549110767523419,3549110768673730,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5908432d])
6FA7ACDEB4C4C728,000D0DA0E72DCAE8,RPC:getFileInfo,1737059943320654,1737059947262367,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6baa6838])
6FA7ACDEB4C4C728,7AA6409390F6DABD,getFileInfo,3549110779654032,3549110779923189,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@2d726d05])
6FA7ACDEB4C4C728,000D0DA0E72DCAE8,RPC:getFileInfo,1737059955507349,1737059956952790,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@67ebfb58])
6FA7ACDEB4C4C728,44D8F89F712ADE9A,setPermission,3549110781448377,3549110782827189,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
6FA7ACDEB4C4C728,000D0DA0E72DCAE8,RPC:setPermission,1737059957199235,1737059960128656,10.107.100.112,client001,RPC Client,Success: return(OW[class=void,value=null])
6FA7ACDEB4C4C728,B30F5B2717196DA4,fs -chmod,1737059933404942,1737059960183192,10.107.100.112,client001,User,A user task
12B94291F33FAD6B,DC23C99D5B620AE5,getFileInfo,3549110906874129,3549110908167676,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@164ce4cc])
12B94291F33FAD6B,A87FAA876E7F6720,RPC:getFileInfo,1736865078752968,1736865082836773,10.107.100.115,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@91d4d65])
12B94291F33FAD6B,B97D2950120B4AFB,getFileInfo,3549110917864285,3549110917997283,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6fb08b78])
12B94291F33FAD6B,A87FAA876E7F6720,RPC:getFileInfo,1736865089813222,1736865091451651,10.107.100.115,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@29b7458a])
12B94291F33FAD6B,0E23EF4BBD1C74CF,setPermission,3549110919960941,3549110921488235,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
12B94291F33FAD6B,A87FAA876E7F6720,RPC:setPermission,1736865091721439,1736865094919830,10.107.100.115,client004,RPC Client,Success: return(OW[class=void,value=null])
12B94291F33FAD6B,A4E7202580F39CC0,fs -chmod,1736865039214029,1736865094977953,10.107.100.115,client004,User,A user task
81EB0E18976E7A35,3602B516743B206F,getFileInfo,3549110975719737,3549110976664091,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@18927b25])
81EB0E18976E7A35,E78BDC119E70CC78,RPC:getFileInfo,3543181322342552,3543181325530029,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6baa6838])
81EB0E18976E7A35,16827D64F8D65A5B,getFileInfo,3549110985260926,3549110985552321,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@38d2c6bd])
81EB0E18976E7A35,E78BDC119E70CC78,RPC:getFileInfo,3543181332014169,3543181333320430,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@67ebfb58])
81EB0E18976E7A35,6E11135D3B8292A5,setPermission,3549110987075165,3549110988833129,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
81EB0E18976E7A35,E78BDC119E70CC78,RPC:setPermission,3543181333595334,3543181336638093,10.107.100.114,client003,RPC Client,Success: return(OW[class=void,value=null])
81EB0E18976E7A35,9FAD846E970D6839,fs -chmod,3543181292015045,3543181336700243,10.107.100.114,client003,User,A user task
7D83E9E6207DD5B7,802E6A1A761C8A4C,getFileInfo,3549111057339356,3549111057579294,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@643c1156])
7D83E9E6207DD5B7,60BC85F99F6ADC91,RPC:getFileInfo,1737027606247687,1737027608898081,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6baa6838])
7D83E9E6207DD5B7,7103EEDC4FBE4F15,getFileInfo,3549111066160661,3549111066317333,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@23965883])
7D83E9E6207DD5B7,60BC85F99F6ADC91,RPC:getFileInfo,1737027615198399,1737027616643700,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@67ebfb58])
7D83E9E6207DD5B7,CB8B75E92A6A6407,setPermission,3549111067855217,3549111069665571,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
7D83E9E6207DD5B7,60BC85F99F6ADC91,RPC:setPermission,1737027616840305,1737027620060137,10.107.100.113,client002,RPC Client,Success: return(OW[class=void,value=null])
7D83E9E6207DD5B7,D92FC2526146CF21,fs -chmod,1737027554304701,1737027620067918,10.107.100.113,client002,User,A user task
89F75D88BC28FE3C,44FD8DB2AE62A664,getFileInfo,3549111271821995,3549111271924895,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@35c21f94])
89F75D88BC28FE3C,331F4827A33E0004,RPC:getFileInfo,272727357262969,272727360092005,10.107.100.54,client005,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6baa6838])
89F75D88BC28FE3C,83405A89152FE718,getFileInfo,3549111281969280,3549111282188037,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5ba7491e])
89F75D88BC28FE3C,331F4827A33E0004,RPC:getFileInfo,272727367187093,272727369265658,10.107.100.54,client005,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@67ebfb58])
89F75D88BC28FE3C,BD916650A2EEACB6,setPermission,3549111283953222,3549111285557336,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
89F75D88BC28FE3C,331F4827A33E0004,RPC:setPermission,272727369470020,272727372542995,10.107.100.54,client005,RPC Client,Success: return(OW[class=void,value=null])
89F75D88BC28FE3C,13730AECE019BF95,fs -chmod,272727307344711,272727372715129,10.107.100.54,client005,User,A user task
FC83B4B14E2D045D,11221192577868AE,getFileInfo,3549111775769045,3549111776030062,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@21ba2bee])
FC021F0D09D01517,9B77DA514D198362,getFileInfo,3549111779321212,3549111779512980,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@459a278e])
FC83B4B14E2D045D,F9A95657CACA0C43,RPC:getFileInfo,1737060951880154,1737060954488170,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@12029d31])
FC021F0D09D01517,2F8D3521718AFE61,RPC:getFileInfo,1736865951445084,1736865953883306,10.107.100.115,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@c14a82])
FC83B4B14E2D045D,13082295C07578C7,getFileInfo,3549111785075546,3549111785276967,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@b9aff55])
FC83B4B14E2D045D,F9A95657CACA0C43,RPC:getFileInfo,1737060961113243,1737060962353924,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6c0ff391])
FC83B4B14E2D045D,6965BFFBEE3DFA0C,setOwner,3549111786640718,3549111788044496,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
FC021F0D09D01517,74BC1FE3095408BB,getFileInfo,3549111788188499,3549111788290599,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6cf12b66])
FC83B4B14E2D045D,F9A95657CACA0C43,RPC:setOwner,1737060962531065,1737060964921864,10.107.100.112,client001,RPC Client,Success: return(OW[class=void,value=null])
FC83B4B14E2D045D,7EF72DCD4369A210,fs -chown,1737060945796115,1737060964968526,10.107.100.112,client001,User,A user task
FC021F0D09D01517,2F8D3521718AFE61,RPC:getFileInfo,1736865960408952,1736865961556455,10.107.100.115,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@109fcffd])
FC021F0D09D01517,F5488B48AB26FCE9,setOwner,3549111789808566,3549111791678642,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
FC021F0D09D01517,2F8D3521718AFE61,RPC:setOwner,1736865961760569,1736865964799545,10.107.100.115,client004,RPC Client,Success: return(OW[class=void,value=null])
FC021F0D09D01517,4AA8FCDAD4AA95BD,fs -chown,1736865945440808,1736865964849742,10.107.100.115,client004,User,A user task
63A6ACA6473F8AE0,EF42E0D27F88EBDD,getFileInfo,3549111855982842,3549111856211216,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3f9d5ab1])
63A6ACA6473F8AE0,A754CEF0D22C82BB,RPC:getFileInfo,3543182202527699,3543182205573095,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@12029d31])
63A6ACA6473F8AE0,719B48312F9EFC49,getFileInfo,3549111865406261,3549111865597593,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@73ad3b17])
63A6ACA6473F8AE0,A754CEF0D22C82BB,RPC:getFileInfo,3543182212112560,3543182213273088,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6c0ff391])
63A6ACA6473F8AE0,019B68C7BEEC2704,setOwner,3549111867109592,3549111868435639,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
