TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
6F7FBBDB2550E813,32A7C0A7641EBAC2,OP: new BlockReceiver,1545521161745705,1545521240934958,10.107.100.89,datanode029,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540079549197751,1540080540942335,10.107.100.113,client002,DFSClient,Success: sent blk_5451606552758707593_1392
6F7FBBDB2550E813,C502F1F70C38F0D3,receiveBlock,159831897906635,159832897506424,10.107.100.86,datanode026,Datanode,Success: received a block
6F7FBBDB2550E813,314E58CFBD6C6FAC,writeBlock,159831879451919,159832898214969,10.107.100.86,datanode026,Datanode,Success:
6F7FBBDB2550E813,2C2663EB8B75286B,receiveBlock,1540622310803575,1540623318571155,10.107.100.76,datanode016,Datanode,Success: received a block
6F7FBBDB2550E813,11FF6DE3F3E8FC1D,writeBlock,1540622280118386,1540623319052029,10.107.100.76,datanode016,Datanode,Success:
6F7FBBDB2550E813,329B150681ABB693,receiveBlock,1545521242101981,1545522254643639,10.107.100.89,datanode029,Datanode,Success: received a block
6F7FBBDB2550E813,32A7C0A7641EBAC2,writeBlock,1545521161726038,1545522254882585,10.107.100.89,datanode029,Datanode,Success:
6F7FBBDB2550E813,7C60E6FF36D6C8B5,addBlock,3352164095732762,3352164096242206,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@fee6473])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540080562842049,1540080564958920,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@4b9b3eab])
6F7FBBDB2550E813,28B98FE0AE302E6E,OP: new BlockReceiver,1545785236665615,1545785239953549,10.107.100.95,datanode035,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,4F181718998B981D,OP: connect next Datanode,1541091396819445,1541091408664107,10.107.100.42,datanode020,Datanode,Success: connected to 10.107.100.95:50010
6F7FBBDB2550E813,4F181718998B981D,OP: new BlockReceiver,1541091393449210,1541091412785708,10.107.100.42,datanode020,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540080565039271,1540080614839488,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.75:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540080562602615,1540080614990448,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_3271191469275180549_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,70C3705EC799AE58,OP: connect next Datanode,158413531109958,158413558478615,10.107.100.75,datanode015,Datanode,Success: connected to 10.107.100.42:50010
6F7FBBDB2550E813,70C3705EC799AE58,OP: new BlockReceiver,158413525229175,158413562981542,10.107.100.75,datanode015,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540080615316586,1540081713005381,10.107.100.113,client002,DFSClient,Success: sent blk_3271191469275180549_1392
6F7FBBDB2550E813,49FEDA607272EC50,receiveBlock,1545785256662195,1545786354977483,10.107.100.95,datanode035,Datanode,Success: received a block
6F7FBBDB2550E813,28B98FE0AE302E6E,writeBlock,1545785236641495,1545786355177510,10.107.100.95,datanode035,Datanode,Success:
6F7FBBDB2550E813,49E14F6A055A3CEA,receiveBlock,1541091423270962,1541092525137804,10.107.100.42,datanode020,Datanode,Success: received a block
6F7FBBDB2550E813,4F181718998B981D,writeBlock,1541091393426803,1541092525684226,10.107.100.42,datanode020,Datanode,Success:
6F7FBBDB2550E813,2E67D0B3A3124242,receiveBlock,158413564247416,158414672592311,10.107.100.75,datanode015,Datanode,Success: received a block
6F7FBBDB2550E813,70C3705EC799AE58,writeBlock,158413525191488,158414673487617,10.107.100.75,datanode015,Datanode,Success:
6F7FBBDB2550E813,93725BEA654C8A7F,addBlock,3352165258993775,3352165259525202,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@6c04c230])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540081725910906,1540081728181890,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@27fd13f6])
6F7FBBDB2550E813,DA50ECDDAD0F910A,OP: connect next Datanode,3350306676014780,3350306693644920,10.107.100.105,datanode045,Datanode,Success: connected to 10.107.100.85:50010
6F7FBBDB2550E813,DA50ECDDAD0F910A,OP: new BlockReceiver,3350306671761746,3350306697847405,10.107.100.105,datanode045,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,B8BEC6EC3081C6B4,OP: new BlockReceiver,159614944529170,159614949765626,10.107.100.85,datanode025,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540081728255820,1540081780734218,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.58:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540081725662162,1540081780849574,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_-5338816136109195621_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,26DB68DA7E561A05,OP: connect next Datanode,336888928015863,336888963242370,10.107.100.58,datanode001,Datanode,Success: connected to 10.107.100.105:50010
6F7FBBDB2550E813,26DB68DA7E561A05,OP: new BlockReceiver,336888923444029,336888967380340,10.107.100.58,datanode001,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540081781137884,1540082749471678,10.107.100.113,client002,DFSClient,Success: sent blk_-5338816136109195621_1392
6F7FBBDB2550E813,D577E7F47286180F,receiveBlock,159614964748301,159615941183555,10.107.100.85,datanode025,Datanode,Success: received a block
6F7FBBDB2550E813,B8BEC6EC3081C6B4,writeBlock,159614944448014,159615941636712,10.107.100.85,datanode025,Datanode,Success:
6F7FBBDB2550E813,EC567E50805F4391,receiveBlock,3350306705672637,3350307686226909,10.107.100.105,datanode045,Datanode,Success: received a block
6F7FBBDB2550E813,DA50ECDDAD0F910A,writeBlock,3350306671736514,3350307686481625,10.107.100.105,datanode045,Datanode,Success:
6F7FBBDB2550E813,2C14645ECD0F0B06,receiveBlock,336888968477394,336889953991672,10.107.100.58,datanode001,Datanode,Success: received a block
6F7FBBDB2550E813,26DB68DA7E561A05,writeBlock,336888923419861,336889954227952,10.107.100.58,datanode001,Datanode,Success:
6F7FBBDB2550E813,6EFC1464CB392269,addBlock,3352166304657967,3352166305214022,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@2c6914b7])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540082771782215,1540082773852314,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@4096af55])
6F7FBBDB2550E813,C8A6C337975E6860,OP: new BlockReceiver,3351506138918523,3351506142360983,10.107.100.69,datanode009,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,448C23BF55FA8253,OP: connect next Datanode,161553935794462,161553947374923,10.107.100.44,datanode014,Datanode,Success: connected to 10.107.100.69:50010
6F7FBBDB2550E813,448C23BF55FA8253,OP: new BlockReceiver,161553928860787,161553955377138,10.107.100.44,datanode014,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540082773946760,1540082840813818,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.46:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540082771504546,1540082840902455,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_-3890244355661028715_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,A124775631C6A040,OP: connect next Datanode,157150228660703,157150268851144,10.107.100.46,datanode032,Datanode,Success: connected to 10.107.100.44:50010
6F7FBBDB2550E813,A124775631C6A040,OP: new BlockReceiver,157150224074303,157150277766557,10.107.100.46,datanode032,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540082841216567,1540083640512845,10.107.100.113,client002,DFSClient,Success: sent blk_-3890244355661028715_1392
6F7FBBDB2550E813,49BF807CE20B98D3,receiveBlock,3351506169902316,3351506965905228,10.107.100.69,datanode009,Datanode,Success: received a block
6F7FBBDB2550E813,C8A6C337975E6860,writeBlock,3351506138893877,3351506966028582,10.107.100.69,datanode009,Datanode,Success:
6F7FBBDB2550E813,5AD9353E96D999DE,receiveBlock,161553969536793,161554773549879,10.107.100.44,datanode014,Datanode,Success: received a block
6F7FBBDB2550E813,448C23BF55FA8253,writeBlock,161553928784089,161554774341544,10.107.100.44,datanode014,Datanode,Success:
6F7FBBDB2550E813,3BCE3BEDD9320DB3,receiveBlock,157150279219991,157151089737647,10.107.100.46,datanode032,Datanode,Success: received a block
6F7FBBDB2550E813,A124775631C6A040,writeBlock,157150224026104,157151090181540,10.107.100.46,datanode032,Datanode,Success:
6F7FBBDB2550E813,7FE3B8DAEC38E930,addBlock,3352167185975833,3352167186531966,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@4f5d0cdc])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540083653248194,1540083655159406,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@207462c0])
6F7FBBDB2550E813,8D9B11B816D76779,OP: connect next Datanode,1540626420838739,1540626446503041,10.107.100.76,datanode016,Datanode,Success: connected to 10.107.100.88:50010
6F7FBBDB2550E813,8D9B11B816D76779,OP: new BlockReceiver,1540626420201494,1540626446643798,10.107.100.76,datanode016,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540083655175958,1540083687753611,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.76:50010
6F7FBBDB2550E813,9C32AD13FAFEBFF3,OP: new BlockReceiver,1540182142233522,1540182145422548,10.107.100.103,datanode043,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540083653041807,1540083687843233,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_3938058780867912804_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,59D4E65BDB09B8B5,OP: connect next Datanode,1545811540939590,1545811551386066,10.107.100.88,datanode028,Datanode,Success: connected to 10.107.100.103:50010
6F7FBBDB2550E813,59D4E65BDB09B8B5,OP: new BlockReceiver,1545811537930046,1545811555489840,10.107.100.88,datanode028,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540083688146507,1540087060678847,10.107.100.113,client002,DFSClient,Success: sent blk_3938058780867912804_1392
6F7FBBDB2550E813,159850CE94BE2D73,receiveBlock,1540182154737527,1540185540116625,10.107.100.103,datanode043,Datanode,Success: received a block
6F7FBBDB2550E813,9C32AD13FAFEBFF3,writeBlock,1540182142213904,1540185540314967,10.107.100.103,datanode043,Datanode,Success:
6F7FBBDB2550E813,B5036599421A95CF,receiveBlock,1545811558535469,1545814948098372,10.107.100.88,datanode028,Datanode,Success: received a block
6F7FBBDB2550E813,59D4E65BDB09B8B5,writeBlock,1545811537896156,1545814948678969,10.107.100.88,datanode028,Datanode,Success:
6F7FBBDB2550E813,BD7D84570358059E,receiveBlock,1540626447770970,1540629840164848,10.107.100.76,datanode016,Datanode,Success: received a block
6F7FBBDB2550E813,8D9B11B816D76779,writeBlock,1540626420186878,1540629840381211,10.107.100.76,datanode016,Datanode,Success:
6F7FBBDB2550E813,991649AD0D456A7B,addBlock,3352170619551277,3352170620026778,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@65f76838])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540087086833675,1540087092632686,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@5623dcc5])
6F7FBBDB2550E813,0C912840B8FA46BE,OP: new BlockReceiver,1540640844927528,1540640848174737,10.107.100.72,datanode012,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,4DA3D3D2D7FB92A8,OP: connect next Datanode,1056430471241533,1056430481929584,10.107.100.101,datanode041,Datanode,Success: connected to 10.107.100.72:50010
6F7FBBDB2550E813,4DA3D3D2D7FB92A8,OP: new BlockReceiver,1056430467897187,1056430487458138,10.107.100.101,datanode041,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F5C6EE3F7C2D8A7D,OP: connect next Datanode,1540631633919330,1540631660646594,10.107.100.64,datanode004,Datanode,Success: connected to 10.107.100.101:50010
6F7FBBDB2550E813,F5C6EE3F7C2D8A7D,OP: new BlockReceiver,1540631630543088,1540631664852702,10.107.100.64,datanode004,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540087092694990,1540087145330413,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.64:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540087086664218,1540087145417784,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_-7888949297273907074_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540087145656064,1540089924354440,10.107.100.113,client002,DFSClient,Success: sent blk_-7888949297273907074_1392
6F7FBBDB2550E813,E5BEA300326E0FA3,receiveBlock,1540640880046901,1540643648960086,10.107.100.72,datanode012,Datanode,Success: received a block
6F7FBBDB2550E813,0C912840B8FA46BE,writeBlock,1540640844907847,1540643649110028,10.107.100.72,datanode012,Datanode,Success:
6F7FBBDB2550E813,79C4A612993CC497,receiveBlock,1056430511288801,1056433283544604,10.107.100.101,datanode041,Datanode,Success: received a block
6F7FBBDB2550E813,4DA3D3D2D7FB92A8,writeBlock,1056430467875772,1056433283837484,10.107.100.101,datanode041,Datanode,Success:
6F7FBBDB2550E813,8054358D55206C3C,receiveBlock,1540631669918638,1540634458142253,10.107.100.64,datanode004,Datanode,Success: received a block
6F7FBBDB2550E813,F5C6EE3F7C2D8A7D,writeBlock,1540631630521740,1540634458787569,10.107.100.64,datanode004,Datanode,Success:
6F7FBBDB2550E813,4822AE3D0224BA67,addBlock,3352173467942906,3352173468568874,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@55db68d4])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540089935298396,1540089937339297,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@2981f992])
6F7FBBDB2550E813,3C1DD1707B5D973D,OP: new BlockReceiver,1056455643016950,1056455646361994,10.107.100.98,datanode038,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,82C686C94B18914E,OP: connect next Datanode,1541100751949629,1541100771292486,10.107.100.42,datanode020,Datanode,Success: connected to 10.107.100.98:50010
6F7FBBDB2550E813,82C686C94B18914E,OP: new BlockReceiver,1541100751308370,1541100771569540,10.107.100.42,datanode020,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,C3E4E14D68A6DA51,OP: connect next Datanode,1545531634339250,1545531670186322,10.107.100.89,datanode029,Datanode,Success: connected to 10.107.100.42:50010
6F7FBBDB2550E813,C3E4E14D68A6DA51,OP: new BlockReceiver,1545531633663971,1545531670329206,10.107.100.89,datanode029,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540089937421067,1540089978380807,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.89:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540089934973858,1540089978478040,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_6836235873122086547_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540089978783362,1540091018724642,10.107.100.113,client002,DFSClient,Success: sent blk_6836235873122086547_1392
6F7FBBDB2550E813,19C1A3209EE8DEA4,receiveBlock,1056455713019427,1056456706543095,10.107.100.98,datanode038,Datanode,Success: received a block
6F7FBBDB2550E813,3C1DD1707B5D973D,writeBlock,1056455642997424,1056456707178298,10.107.100.98,datanode038,Datanode,Success:
6F7FBBDB2550E813,D4CD4A9F5CCCAC1C,receiveBlock,1541100783890889,1541101832464823,10.107.100.42,datanode020,Datanode,Success: received a block
6F7FBBDB2550E813,82C686C94B18914E,writeBlock,1541100751294066,1541101832675239,10.107.100.42,datanode020,Datanode,Success:
6F7FBBDB2550E813,C2FBE11F01C9EE02,receiveBlock,1545531671454367,1545532722339663,10.107.100.89,datanode029,Datanode,Success: received a block
6F7FBBDB2550E813,C3E4E14D68A6DA51,writeBlock,1545531633649714,1545532722530284,10.107.100.89,datanode029,Datanode,Success:
6F7FBBDB2550E813,674BCA8D4CAF3BD2,addBlock,3352174563308805,3352174563814715,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@37bf6255])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540091030664884,1540091032432348,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@56d5cb20])
6F7FBBDB2550E813,C778B7E4854BDD62,OP: connect next Datanode,336898288212857,336898316973353,10.107.100.58,datanode001,Datanode,Success: connected to 10.107.100.77:50010
6F7FBBDB2550E813,C778B7E4854BDD62,OP: new BlockReceiver,336898287524388,336898317116409,10.107.100.58,datanode001,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,6274DE8885DEA27F,OP: new BlockReceiver,72140494263301,72140501473287,10.107.100.77,datanode037,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540091032502220,1540091139666972,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.93:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540091030449303,1540091139772567,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_-5044321555124304904_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
6F7FBBDB2550E813,E2AB61A2F5EF6517,OP: connect next Datanode,159627754099458,159627789973666,10.107.100.93,datanode033,Datanode,Success: connected to 10.107.100.58:50010
6F7FBBDB2550E813,E2AB61A2F5EF6517,OP: new BlockReceiver,159627748465228,159627798749943,10.107.100.93,datanode033,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,OP: send block,1540091140081288,1540092673407224,10.107.100.113,client002,DFSClient,Success: sent blk_-5044321555124304904_1392
6F7FBBDB2550E813,3894BA7CA85B5664,receiveBlock,72140526925485,72142065863503,10.107.100.77,datanode037,Datanode,Success: received a block
6F7FBBDB2550E813,6274DE8885DEA27F,writeBlock,72140494211692,72142066055090,10.107.100.77,datanode037,Datanode,Success:
6F7FBBDB2550E813,37BB245914430A66,receiveBlock,336898338645939,336899886176663,10.107.100.58,datanode001,Datanode,Success: received a block
6F7FBBDB2550E813,C778B7E4854BDD62,writeBlock,336898287509647,336899886431055,10.107.100.58,datanode001,Datanode,Success:
6F7FBBDB2550E813,6522823FF8E6FAF8,receiveBlock,159627805193985,159629360839361,10.107.100.93,datanode033,Datanode,Success: received a block
6F7FBBDB2550E813,E2AB61A2F5EF6517,writeBlock,159627748438657,159629361491405,10.107.100.93,datanode033,Datanode,Success:
6F7FBBDB2550E813,58078FEF25FCE5A7,addBlock,3352176238174425,3352176238731520,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@61d60df3])
6F7FBBDB2550E813,F06D56A070C8BC49,RPC:addBlock,1540092705479114,1540092710429805,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@35212499])
6F7FBBDB2550E813,0B84290AE6500984,OP: connect next Datanode,157160159158848,157160184861928,10.107.100.46,datanode032,Datanode,Success: connected to 10.107.100.83:50010
6F7FBBDB2550E813,0B84290AE6500984,OP: new BlockReceiver,157160157808529,157160185200819,10.107.100.46,datanode032,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,3C2FCFF7B99D5C53,OP: connect next Datanode,3303703518751647,3303703535295902,10.107.100.83,datanode023,Datanode,Success: connected to 10.107.100.94:50010
6F7FBBDB2550E813,3C2FCFF7B99D5C53,OP: new BlockReceiver,3303703516288976,3303703535643606,10.107.100.83,datanode023,Datanode,Success: return OP_STATUS_SUCCESS
6F7FBBDB2550E813,F06D56A070C8BC49,createBlockOutputStream,1540092710504568,1540092752647958,10.107.100.113,client002,DFSClient,Success: connected to 10.107.100.46:50010
6F7FBBDB2550E813,F06D56A070C8BC49,nextBlockOutputStream,1540092705242523,1540092752737288,10.107.100.113,client002,DFSClient,Success: create blockOutputStream for next block=blk_-8804264834961100679_1392 of /user/hadoop/localFile_12_blocks_client002_2786222670
