TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
AD8FFB340AA3A657,5B1637CBC37F02D8,getFileInfo,3950629270735739,3950629270977248,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
C87DF121105CBA79,5CF6531DA1C56283,getFileInfo,3950629276487378,3950629276681658,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
AD8FFB340AA3A657,D1E591A80DE57463,RPC:getFileInfo,2138578578273795,2138578981282304,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
3E3A687E69B63C20,AC63354C4C8A126B,getFileInfo,3950629282833378,3950629283409208,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
C87DF121105CBA79,11AEC499594AE7E7,RPC:getFileInfo,2143834024944305,2143834427872392,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
C95E64F4A63F9E2F,B4B551DA1E72BBA7,getFileInfo,3950629288813817,3950629289060961,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
DDCD080CE0EE6CCB,05CEA7291298A54F,getFileInfo,3950629289358616,3950629289537941,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
3E3A687E69B63C20,4367F58536533F16,RPC:getFileInfo,1777325468878805,1777325872305399,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
C95E64F4A63F9E2F,7C7E2CD14240D102,RPC:getFileInfo,2138383546257841,2138383949152210,10.107.100.115,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
DDCD080CE0EE6CCB,74921543E2D446A2,RPC:getFileInfo,3944862587020964,3944862989986938,10.107.100.122,client011,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
87E2640CF024B3E2,C1486E127F90ED5E,getFileInfo,3950629300926201,3950629301151963,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1AC492153B6DB0CF,2F78EEF444C2B241,getFileInfo,3950629303279326,3950629303466109,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
87E2640CF024B3E2,BA96300AF0E1C0C3,RPC:getFileInfo,2138294223140972,2138294626069495,10.107.100.130,client019,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1AC492153B6DB0CF,88B3359F22ACFC49,RPC:getFileInfo,2138351749272799,2138352152130768,10.107.100.126,client015,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
3BF3E1523568BE10,1E4EA509F4C76130,getFileInfo,3950629315165658,3950629315352067,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
05179ECB966F687D,00FABC19C8F9ADB4,getFileInfo,3950629323979351,3950629324141841,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
58DC6D7B3A3219B6,ECE057545862DA83,getFileInfo,3950629324377234,3950629324534720,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EEDFBE63BC1608D9,DE3C9C0B6F83A1A1,getFileInfo,3950629325561728,3950629325735758,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
387FB05984358EA2,F532AD157F45414C,getFileInfo,3950629330044562,3950629330207041,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
3BF3E1523568BE10,B34315685915DF53,RPC:getFileInfo,758110702484597,758111106792788,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
A5B27466B7FA9B75,811C0FBF6B83E630,getFileInfo,3950629331697846,3950629331861386,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
05179ECB966F687D,A472EBF8B91EDB75,RPC:getFileInfo,3944174660905687,3944175063624252,10.107.100.136,client025,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EEDFBE63BC1608D9,C4D559FB2D1AFB50,RPC:getFileInfo,2703536803206925,2703537207190919,10.107.100.35,client010,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
58DC6D7B3A3219B6,B79844BA37A6173E,RPC:getFileInfo,3944963317240553,3944963720363054,10.107.100.125,client014,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
387FB05984358EA2,492444E200C1E280,RPC:getFileInfo,758272391110066,758272794527382,10.107.100.139,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
A5B27466B7FA9B75,4935E797A2C0323C,RPC:getFileInfo,229995009023118,229995411752187,10.107.100.131,client020,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
81BD73BA6D573FA9,13256037D1AD4BB5,mkdirs,3950629342420596,3950629343646248,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
81BD73BA6D573FA9,291EF8BA3FE0124C,RPC:mkdirs,758381116083617,758381518518292,10.107.100.133,client022,RPC Client,Success: return(OW[class=boolean,value=true])
81BD73BA6D573FA9,9CA66CDE44D074D0,fs -mkdir,758380701799781,758381518757845,10.107.100.133,client022,User,A user task
50666B3007AED85F,FCCF590AFD4B165F,getFileInfo,3950629348277320,3950629348441429,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
50666B3007AED85F,7093955F5FDD651B,RPC:getFileInfo,674245535737971,674245940015120,10.107.100.54,client005,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
5D3362AD523882C5,D28123171B7E064B,getFileInfo,3950629357687384,3950629357860571,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
67DA81D84D79D5C7,FD5E68FB726335B0,getFileInfo,3950629359859456,3950629360096417,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
37CE182EAD0FC699,53A750D54F75B47E,getFileInfo,3950629360080329,3950629360480390,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
9AED09DA967AC250,54BE3C8CA43837F0,mkdirs,3950629359940571,3950629361225677,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
9AED09DA967AC250,28B1006BBEB8E433,RPC:mkdirs,3942044739396906,3942045142122892,10.107.100.138,client027,RPC Client,Success: return(OW[class=boolean,value=true])
9AED09DA967AC250,03574C5AC506F250,fs -mkdir,3942044324279973,3942045142225170,10.107.100.138,client027,User,A user task
5D3362AD523882C5,C6015A2B1C5AD3CE,RPC:getFileInfo,2138099984842921,2138100387865342,10.107.100.134,client023,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
37CE182EAD0FC699,3DD65AEEEC5E04AC,RPC:getFileInfo,3944335324344393,3944335727908279,10.107.100.140,client029,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
67DA81D84D79D5C7,C0FC883AE23E08C9,RPC:getFileInfo,3908616108196655,3908616511054892,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
55EED6885A168C25,75658FD77FF5AA52,mkdirs,3950629372996335,3950629374566391,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
55EED6885A168C25,542E56877BF36207,RPC:mkdirs,2138359577741549,2138359980594752,10.107.100.119,client008,RPC Client,Success: return(OW[class=boolean,value=true])
55EED6885A168C25,AD6094AF52CA2D97,fs -mkdir,2138359161869337,2138359980715749,10.107.100.119,client008,User,A user task
B06C3BE0FEA9D0D5,B0B6B074CBA2F234,mkdirs,3950629411424041,3950629413036361,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
B06C3BE0FEA9D0D5,81F69779092C27CC,RPC:mkdirs,1652144393095320,1652144796202970,10.107.100.117,client006,RPC Client,Success: return(OW[class=boolean,value=true])
B06C3BE0FEA9D0D5,A04780B761CEA6A0,fs -mkdir,1652143969139616,1652144796310814,10.107.100.117,client006,User,A user task
EEA80B660922A12B,2E9151F71FEA4D54,mkdirs,3950629425839355,3950629427210488,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
EEA80B660922A12B,62C20A6D6039B2C4,RPC:mkdirs,3943734690345587,3943735093108236,10.107.100.127,client016,RPC Client,Success: return(OW[class=boolean,value=true])
EEA80B660922A12B,C9E8626AE423F204,fs -mkdir,3943734274693525,3943735093108236,10.107.100.127,client016,User,A user task
9A7D4BC497973F10,B07CF2867DE6AF3A,getFileInfo,3950629461522439,3950629461753567,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
9A7D4BC497973F10,83B6FAD2B6175632,RPC:getFileInfo,3944699808188444,3944700211258861,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
FB1443304F1FE495,3E16448830567BDA,getFileInfo,3950629488551251,3950629488759569,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
FB1443304F1FE495,C0C8D00654701FE9,RPC:getFileInfo,3944166649437164,3944167052187597,10.107.100.135,client024,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
2F45824FE0C91ACE,19198AC9557F95FB,getFileInfo,3950629512756208,3950629512982275,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
2F45824FE0C91ACE,CF7536740D5E9E29,RPC:getFileInfo,3944156808513497,3944157211648399,10.107.100.137,client026,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
32D2DA4DB31C4A5D,0646CF4EA4E99E7B,mkdirs,3950629546782674,3950629548784562,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
32D2DA4DB31C4A5D,2596BF22ED8AEED8,RPC:mkdirs,3942216239320362,3942216643132752,10.107.100.129,client018,RPC Client,Success: return(OW[class=boolean,value=true])
32D2DA4DB31C4A5D,DD210A081DB6B9CA,fs -mkdir,3942215822846937,3942216643230450,10.107.100.129,client018,User,A user task
B5E041E7049D7E8E,644AD46BD096E5C3,mkdirs,3950629659312855,3950629661437027,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
B5E041E7049D7E8E,501BD8018FCC0110,RPC:mkdirs,2138355403397499,2138355806935103,10.107.100.124,client013,RPC Client,Success: return(OW[class=boolean,value=true])
B5E041E7049D7E8E,24B86C5CC3B4B1EA,fs -mkdir,2138354989369007,2138355806935103,10.107.100.124,client013,User,A user task
FFDE4EDD5074617C,B46A0F4D0BF83DC3,mkdirs,3950629660672603,3950629662967768,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
FFDE4EDD5074617C,15A5754FB8927416,RPC:mkdirs,3905097932460743,3905098336150841,10.107.100.123,client012,RPC Client,Success: return(OW[class=boolean,value=true])
FFDE4EDD5074617C,B561E0D15BAFC168,fs -mkdir,3905097517451131,3905098336150841,10.107.100.123,client012,User,A user task
AD8FFB340AA3A657,7CC08E746796C253,mkdirs,3950629680623511,3950629682583150,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
AD8FFB340AA3A657,D1E591A80DE57463,RPC:mkdirs,2138578987949774,2138579391445011,10.107.100.112,client001,RPC Client,Success: return(OW[class=boolean,value=true])
AD8FFB340AA3A657,A1F28EF239E8DA3D,fs -mkdir,2138578575572770,2138579391582929,10.107.100.112,client001,User,A user task
C87DF121105CBA79,A461EAED270D10FF,mkdirs,3950629684516086,3950629686632112,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
C87DF121105CBA79,11AEC499594AE7E7,RPC:mkdirs,2143834433026512,2143834836304821,10.107.100.118,client007,RPC Client,Success: return(OW[class=boolean,value=true])
C87DF121105CBA79,6108AD974DCE3EA6,fs -mkdir,2143834022238989,2143834836416202,10.107.100.118,client007,User,A user task
3E3A687E69B63C20,C5573C7B48E091BB,mkdirs,3950629695469968,3950629697252102,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
3E3A687E69B63C20,4367F58536533F16,RPC:mkdirs,1777325881533708,1777326284854642,10.107.100.37,client030,RPC Client,Success: return(OW[class=boolean,value=true])
3E3A687E69B63C20,2A349C43E563C526,fs -mkdir,1777325466139679,1777326284985047,10.107.100.37,client030,User,A user task
C95E64F4A63F9E2F,02F8F9EABFB63352,mkdirs,3950629696781699,3950629698617871,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
C95E64F4A63F9E2F,7C7E2CD14240D102,RPC:mkdirs,2138383953834617,2138384357087935,10.107.100.115,client004,RPC Client,Success: return(OW[class=boolean,value=true])
C95E64F4A63F9E2F,95853435BD188FBC,fs -mkdir,2138383543584547,2138384357087935,10.107.100.115,client004,User,A user task
DDCD080CE0EE6CCB,5F80632A47DF040C,mkdirs,3950629701816313,3950629704039636,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
DDCD080CE0EE6CCB,74921543E2D446A2,RPC:mkdirs,3944862999470984,3944863403238370,10.107.100.122,client011,RPC Client,Success: return(OW[class=boolean,value=true])
DDCD080CE0EE6CCB,F58B6D6C914CB8E9,fs -mkdir,3944862584430519,3944863403287361,10.107.100.122,client011,User,A user task
87E2640CF024B3E2,0D2A1013B475BBEC,mkdirs,3950629713192590,3950629714764999,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
87E2640CF024B3E2,BA96300AF0E1C0C3,RPC:mkdirs,2138294635230840,2138295038138253,10.107.100.130,client019,RPC Client,Success: return(OW[class=boolean,value=true])
87E2640CF024B3E2,18824FFB79AE8CEA,fs -mkdir,2138294220358694,2138295038249615,10.107.100.130,client019,User,A user task
1AC492153B6DB0CF,44B124A2E547D3D8,mkdirs,3950629716482748,3950629718080546,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
1AC492153B6DB0CF,88B3359F22ACFC49,RPC:mkdirs,2138352162420102,2138352565156943,10.107.100.126,client015,RPC Client,Success: return(OW[class=boolean,value=true])
1AC492153B6DB0CF,5C5F8DE00445E500,fs -mkdir,2138351746611008,2138352565227572,10.107.100.126,client015,User,A user task
3BF3E1523568BE10,FF7DC0C896C32D41,mkdirs,3950629729497586,3950629731055790,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
3BF3E1523568BE10,B34315685915DF53,RPC:mkdirs,758111116917710,758111519853611,10.107.100.120,client009,RPC Client,Success: return(OW[class=boolean,value=true])
3BF3E1523568BE10,EBCDE336E35FF8D2,fs -mkdir,758110696802825,758111520056215,10.107.100.120,client009,User,A user task
05179ECB966F687D,4BF9EF206FB6D02A,mkdirs,3950629735115221,3950629736331821,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
05179ECB966F687D,A472EBF8B91EDB75,RPC:mkdirs,3944175071869084,3944175474389110,10.107.100.136,client025,RPC Client,Success: return(OW[class=boolean,value=true])
EEDFBE63BC1608D9,FF10C11A8824B0FA,mkdirs,3950629735233563,3950629737138400,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
05179ECB966F687D,B6E27518DD940CA2,fs -mkdir,3944174658278969,3944175474392799,10.107.100.136,client025,User,A user task
EEDFBE63BC1608D9,C4D559FB2D1AFB50,RPC:mkdirs,2703537212845437,2703537616367127,10.107.100.35,client010,RPC Client,Success: return(OW[class=boolean,value=true])
EEDFBE63BC1608D9,48759A043C7AFBA1,fs -mkdir,2703536800592496,2703537616554096,10.107.100.35,client010,User,A user task
58DC6D7B3A3219B6,B75EF212BC465885,mkdirs,3950629737708589,3950629738915190,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
58DC6D7B3A3219B6,B79844BA37A6173E,RPC:mkdirs,3944963730625779,3944964133056087,10.107.100.125,client014,RPC Client,Success: return(OW[class=boolean,value=true])
58DC6D7B3A3219B6,F76C211393260FD8,fs -mkdir,3944963314145727,3944964133161734,10.107.100.125,client014,User,A user task
387FB05984358EA2,CD3FCCBE681FBB83,mkdirs,3950629738693572,3950629739892958,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
387FB05984358EA2,492444E200C1E280,RPC:mkdirs,758272799756772,758273202594403,10.107.100.139,client028,RPC Client,Success: return(OW[class=boolean,value=true])
387FB05984358EA2,C05414CF95E940EB,fs -mkdir,758272387874581,758273202834579,10.107.100.139,client028,User,A user task
A5B27466B7FA9B75,21F16AD497042B6A,mkdirs,3950629743304334,3950629744708170,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
A5B27466B7FA9B75,4935E797A2C0323C,RPC:mkdirs,229995420499649,229995823265512,10.107.100.131,client020,RPC Client,Success: return(OW[class=boolean,value=true])
A5B27466B7FA9B75,6ECC67101BE629CF,fs -mkdir,229995006326418,229995823374492,10.107.100.131,client020,User,A user task
50666B3007AED85F,34205AA514D440FC,mkdirs,3950629758706955,3950629760012499,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
50666B3007AED85F,7093955F5FDD651B,RPC:mkdirs,674245946097790,674246349227467,10.107.100.54,client005,RPC Client,Success: return(OW[class=boolean,value=true])
50666B3007AED85F,73366C032B6FDAFA,fs -mkdir,674245533112659,674246349480222,10.107.100.54,client005,User,A user task
5D3362AD523882C5,C9AB7218EC9EAE51,mkdirs,3950629770187792,3950629771411763,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
37CE182EAD0FC699,008BFF6CB5DACDF6,mkdirs,3950629770951565,3950629772213367,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
5D3362AD523882C5,C6015A2B1C5AD3CE,RPC:mkdirs,2138100397211968,2138100799889028,10.107.100.134,client023,RPC Client,Success: return(OW[class=boolean,value=true])
5D3362AD523882C5,BA92F7780DFB521F,fs -mkdir,2138099981876547,2138100800079553,10.107.100.134,client023,User,A user task
37CE182EAD0FC699,3DD65AEEEC5E04AC,RPC:mkdirs,3944335735033550,3944336137908355,10.107.100.140,client029,RPC Client,Success: return(OW[class=boolean,value=true])
37CE182EAD0FC699,C77766363F9134C6,fs -mkdir,3944335321677081,3944336138051199,10.107.100.140,client029,User,A user task
67DA81D84D79D5C7,7C6CFA46CACE4CDD,mkdirs,3950629774374307,3950629775659571,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
67DA81D84D79D5C7,C0FC883AE23E08C9,RPC:mkdirs,3908616522786170,3908616925124737,10.107.100.132,client021,RPC Client,Success: return(OW[class=boolean,value=true])
67DA81D84D79D5C7,2DE9372BEFABC19D,fs -mkdir,3908616105526375,3908616925276114,10.107.100.132,client021,User,A user task
9A7D4BC497973F10,C291BE1F5F0373FE,mkdirs,3950629870025367,3950629871473424,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
9A7D4BC497973F10,83B6FAD2B6175632,RPC:mkdirs,3944700216563448,3944700619357219,10.107.100.114,client003,RPC Client,Success: return(OW[class=boolean,value=true])
9A7D4BC497973F10,EB2EDEB7F7123071,fs -mkdir,3944699805556389,3944700619464293,10.107.100.114,client003,User,A user task
FB1443304F1FE495,3FC5E7CA88FE1F0D,mkdirs,3950629900248373,3950629902224605,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
FB1443304F1FE495,C0C8D00654701FE9,RPC:mkdirs,3944167060605744,3944167464296604,10.107.100.135,client024,RPC Client,Success: return(OW[class=boolean,value=true])
FB1443304F1FE495,804899E72B8FC1B6,fs -mkdir,3944166646247538,3944167464443874,10.107.100.135,client024,User,A user task
2F45824FE0C91ACE,06C895B0F9294F86,mkdirs,3950629926493092,3950629928217417,10.107.100.57,namenode,Namenode,Success: return(OW[class=boolean,value=true])
2F45824FE0C91ACE,CF7536740D5E9E29,RPC:mkdirs,3944157222246991,3944157625255730,10.107.100.137,client026,RPC Client,Success: return(OW[class=boolean,value=true])
2F45824FE0C91ACE,FDDA2B9BB6DE6960,fs -mkdir,3944156805739935,3944157625345778,10.107.100.137,client026,User,A user task
340A1CE0F54DDFBB,D1B0E9B49296B021,getFileInfo,3950631614060094,3950631614362703,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
340A1CE0F54DDFBB,020F978806A8581B,RPC:getFileInfo,1773984963081480,1773985366023999,10.107.100.38,client017,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
56FAF45A71DF8B3B,071AA5EE09EFC9B0,getFileInfo,3950631723685291,3950631723954596,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
56FAF45A71DF8B3B,C416B2114A3D7DF5,RPC:getFileInfo,2138548480708665,2138548883521842,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
85CCFB989901E076,4588F7CBADBF9A14,getFileInfo,3950631846284427,3950631846526837,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
